2024-09-01 09:15:00-05,2024-09-01 10:35:00-05,3,3

2024-09-01 11:05:00-05,2024-09-01 12:15:00-05,4,5

2024-09-01 13:20:00-05,2024-09-01 14:40:00-05,4,3

2024-09-02 09:30:00-05,2024-09-02 10:55:00-05,3,8

2024-09-02 11:25:00-05,2024-09-02 12:45:00-05,4,4

2024-09-02 13:10:00-05,2024-09-02 14:30:00-05,3,3

2024-09-03 09:50:00-05,2024-09-03 11:00:00-05,4,5

2024-09-03 11:30:00-05,2024-09-03 12:55:00-05,3,3

2024-09-03 13:20:00-05,2024-09-03 14:40:00-05,3,6

2024-09-03 15:05:00-05,2024-09-03 16:25:00-05,4,4

2024-09-04 09:05:00-05,2024-09-04 10:30:00-05,3,3

2024-09-04 10:55:00-05,2024-09-04 12:15:00-05,4,8

2024-09-04 13:40:00-05,2024-09-04 15:00:00-05,3,3

2024-09-04 15:20:00-05,2024-09-04 16:40:00-05,4,5

2024-09-04 17:05:00-05,2024-09-04 18:25:00-05,3,6

2024-09-05 09:30:00-05,2024-09-05 10:45:00-05,3,4

2024-09-05 11:10:00-05,2024-09-05 12:25:00-05,4,3

2024-09-05 12:50:00-05,2024-09-05 14:05:00-05,3,8

2024-09-05 14:25:00-05,2024-09-05 15:40:00-05,4,3

2024-09-05 16:05:00-05,2024-09-05 17:20:00-05,3,6

2024-09-05 17:40:00-05,2024-09-05 18:55:00-05,4,5

2024-09-06 09:15:00-05,2024-09-06 10:30:00-05,3,4

2024-09-06 10:55:00-05,2024-09-06 12:10:00-05,4,3

2024-09-06 12:35:00-05,2024-09-06 13:50:00-05,3,8

2024-09-06 14:10:00-05,2024-09-06 15:25:00-05,4,3

2024-09-06 15:50:00-05,2024-09-06 17:05:00-05,3,6

2024-09-06 17:25:00-05,2024-09-06 18:40:00-05,4,5

2024-09-07 09:30:00-05,2024-09-07 10:45:00-05,3,4

2024-09-07 11:10:00-05,2024-09-07 12:25:00-05,4,3

2024-09-07 12:50:00-05,2024-09-07 14:05:00-05,3,8

2024-09-07 14:25:00-05,2024-09-07 15:40:00-05,4,3

2024-09-07 16:05:00-05,2024-09-07 17:20:00-05,3,6

2024-09-07 17:40:00-05,2024-09-07 18:55:00-05,4,5

2024-09-08 09:15:00-05,2024-09-08 10:30:00-05,3,4

2024-09-08 10:55:00-05,2024-09-08 12:10:00-05,4,3

2024-09-08 12:35:00-05,2024-09-08 13:50:00-05,3,8

2024-09-08 14:10:00-05,2024-09-08 15:25:00-05,4,3

2024-09-08 15:50:00-05,2024-09-08 17:05:00-05,3,6

2024-09-08 17:25:00-05,2024-09-08 18:40:00-05,4,5

2024-09-09 09:15:00-05,2024-09-09 10:30:00-05,3,4

2024-09-09 10:55:00-05,2024-09-09 12:10:00-05,4,3

2024-09-09 12:35:00-05,2024-09-09 13:50:00-05,3,8

2024-09-09 14:10:00-05,2024-09-09 15:25:00-05,4,3

2024-09-09 15:50:00-05,2024-09-09 17:05:00-05,3,6

2024-09-09 17:25:00-05,2024-09-09 18:40:00-05,4,5

2024-09-10 09:15:00-05,2024-09-10 10:30:00-05,3,4

2024-09-10 10:55:00-05,2024-09-10 12:10:00-05,4,3

2024-09-10 12:35:00-05,2024-09-10 13:50:00-05,3,8

2024-09-10 14:10:00-05,2024-09-10 15:25:00-05,4,3

2024-09-10 15:50:00-05,2024-09-10 17:05:00-05,3,6

2024-09-10 17:25:00-05,2024-09-10 18:40:00-05,4,5

2024-09-11 09:15:00-05,2024-09-11 10:30:00-05,3,4

2024-09-11 10:55:00-05,2024-09-11 12:10:00-05,4,3

2024-09-11 12:35:00-05,2024-09-11 13:50:00-05,3,8

2024-09-11 14:10:00-05,2024-09-11 15:25:00-05,4,3

2024-09-11 15:50:00-05,2024-09-11 17:05:00-05,3,6

2024-09-11 17:25:00-05,2024-09-11 18:40:00-05,4,5

2024-09-12 09:15:00-05,2024-09-12 10:30:00-05,3,4

2024-09-12 10:55:00-05,2024-09-12 12:10:00-05,4,3

2024-09-12 12:35:00-05,2024-09-12 13:50:00-05,3,8

2024-09-12 14:10:00-05,2024-09-12 15:25:00-05,4,3

2024-09-12 15:50:00-05,2024-09-12 17:05:00-05,3,6

2024-09-12 17:25:00-05,2024-09-12 18:40:00-05,4,5

2024-09-13 09:15:00-05,2024-09-13 10:30:00-05,3,4

2024-09-13 10:55:00-05,2024-09-13 12:10:00-05,4,3

2024-09-13 12:35:00-05,2024-09-13 13:50:00-05,3,8

2024-09-13 14:10:00-05,2024-09-13 15:25:00-05,4,3

2024-09-13 15:50:00-05,2024-09-13 17:05:00-05,3,6

2024-09-13 17:25:00-05,2024-09-13 18:40:00-05,4,5

2024-09-14 09:15:00-05,2024-09-14 10:30:00-05,3,4

2024-09-14 10:55:00-05,2024-09-14 12:10:00-05,4,3

2024-09-14 12:35:00-05,2024-09-14 13:50:00-05,3,8

2024-09-14 14:10:00-05,2024-09-14 15:25:00-05,4,3

2024-09-14 15:50:00-05,2024-09-14 17:05:00-05,3,6

2024-09-14 17:25:00-05,2024-09-14 18:40:00-05,4,5

2024-09-15 09:15:00-05,2024-09-15 10:30:00-05,3,4

2024-09-15 10:55:00-05,2024-09-15 12:10:00-05,4,3

2024-09-15 12:35:00-05,2024-09-15 13:50:00-05,3,8

2024-09-15 14:10:00-05,2024-09-15 15:25:00-05,4,3

2024-09-15 15:50:00-05,2024-09-15 17:05:00-05,3,6

2024-09-15 17:25:00-05,2024-09-15 18:40:00-05,4,5

2024-09-16 09:15:00-05,2024-09-16 10:30:00-05,3,4

2024-09-16 10:55:00-05,2024-09-16 12:10:00-05,4,3

2024-09-16 12:35:00-05,2024-09-16 13:50:00-05,3,8

2024-09-16 14:10:00-05,2024-09-16 15:25:00-05,4,3

2024-09-16 15:50:00-05,2024-09-16 17:05:00-05,3,6

2024-09-16 17:25:00-05,2024-09-16 18:40:00-05,4,5

2024-09-17 09:15:00-05,2024-09-17 10:30:00-05,3,4

2024-09-17 10:55:00-05,2024-09-17 12:10:00-05,4,3

2024-09-17 12:35:00-05,2024-09-17 13:50:00-05,3,8

2024-09-17 14:10:00-05,2024-09-17 15:25:00-05,4,3

2024-09-17 15:50:00-05,2024-09-17 17:05:00-05,3,6

2024-09-17 17:25:00-05,2024-09-17 18:40:00-05,4,5

2024-09-18 09:15:00-05,2024-09-18 10:30:00-05,3,4

2024-09-18 10:55:00-05,2024-09-18 12:10:00-05,4,3

2024-09-18 12:35:00-05,2024-09-18 13:50:00-05,3,8

2024-09-18 14:10:00-05,2024-09-18 15:25:00-05,4,3

2024-09-18 15:50:00-05,2024-09-18 17:05:00-05,3,6

2024-09-18 17:25:00-05,2024-09-18 18:40:00-05,4,5

2024-09-19 09:15:00-05,2024-09-19 10:30:00-05,3,4

2024-09-19 10:55:00-05,2024-09-19 12:10:00-05,4,3

2024-09-19 12:35:00-05,2024-09-19 13:50:00-05,3,8

2024-09-19 14:10:00-05,2024-09-19 15:25:00-05,4,3

2024-09-19 15:50:00-05,2024-09-19 17:05:00-05,3,6

2024-09-19 17:25:00-05,2024-09-19 18:40:00-05,4,5

2024-09-20 09:15:00-05,2024-09-20 10:30:00-05,3,4

2024-09-20 10:55:00-05,2024-09-20 12:10:00-05,4,3

2024-09-20 12:35:00-05,2024-09-20 13:50:00-05,3,8

2024-09-20 14:10:00-05,2024-09-20 15:25:00-05,4,3

2024-09-20 15:50:00-05,2024-09-20 17:05:00-05,3,6

2024-09-20 17:25:00-05,2024-09-20 18:40:00-05,4,5

2024-09-21 09:15:00-05,2024-09-21 10:30:00-05,3,4

2024-09-21 10:55:00-05,2024-09-21 12:10:00-05,4,3

2024-09-21 12:35:00-05,2024-09-21 13:50:00-05,3,8

2024-09-21 14:10:00-05,2024-09-21 15:25:00-05,4,3

2024-09-21 15:50:00-05,2024-09-21 17:05:00-05,3,6

2024-09-21 17:25:00-05,2024-09-21 18:40:00-05,4,5

2024-09-22 09:15:00-05,2024-09-22 10:30:00-05,3,4

2024-09-22 10:55:00-05,2024-09-22 12:10:00-05,4,3

2024-09-22 12:35:00-05,2024-09-22 13:50:00-05,3,8

2024-09-22 14:10:00-05,2024-09-22 15:25:00-05,4,3

2024-09-22 15:50:00-05,2024-09-22 17:05:00-05,3,6

2024-09-22 17:25:00-05,2024-09-22 18:40:00-05,4,5

2024-09-23 09:15:00-05,2024-09-23 10:30:00-05,3,4

2024-09-23 10:55:00-05,2024-09-23 12:10:00-05,4,3

2024-09-23 12:35:00-05,2024-09-23 13:50:00-05,3,8

2024-09-23 14:10:00-05,2024-09-23 15:25:00-05,4,3

2024-09-23 15:50:00-05,2024-09-23 17:05:00-05,3,6

2024-09-23 17:25:00-05,2024-09-23 18:40:00-05,4,5

2024-09-24 09:15:00-05,2024-09-24 10:30:00-05,3,4

2024-09-24 10:55:00-05,2024-09-24 12:10:00-05,4,3

2024-09-24 12:35:00-05,2024-09-24 13:50:00-05,3,8

2024-09-24 14:10:00-05,2024-09-24 15:25:00-05,4,3

2024-09-24 15:50:00-05,2024-09-24 17:05:00-05,3,6

2024-09-24 17:25:00-05,2024-09-24 18:40:00-05,4,5

2024-09-25 09:15:00-05,2024-09-25 10:30:00-05,3,4

2024-09-25 10:55:00-05,2024-09-25 12:10:00-05,4,3

2024-09-25 12:35:00-05,2024-09-25 13:50:00-05,3,8

2024-09-25 14:10:00-05,2024-09-25 15:25:00-05,4,3

2024-09-25 15:50:00-05,2024-09-25 17:05:00-05,3,6

2024-09-25 17:25:00-05,2024-09-25 18:40:00-05,4,5

2024-09-26 09:15:00-05,2024-09-26 10:30:00-05,3,4

2024-09-26 10:55:00-05,2024-09-26 12:10:00-05,4,3

2024-09-26 12:35:00-05,2024-09-26 13:50:00-05,3,8

2024-09-26 14:10:00-05,2024-09-26 15:25:00-05,4,3

2024-09-26 15:50:00-05,2024-09-26 17:05:00-05,3,6

2024-09-26 17:25:00-05,2024-09-26 18:40:00-05,4,5

2024-09-27 09:15:00-05,2024-09-27 10:30:00-05,3,4

2024-09-27 10:55:00-05,2024-09-27 12:10:00-05,4,3

2024-09-27 12:35:00-05,2024-09-27 13:50:00-05,3,8

2024-09-27 14:10:00-05,2024-09-27 15:25:00-05,4,3

2024-09-27 15:50:00-05,2024-09-27 17:05:00-05,3,6

2024-09-27 17:25:00-05,2024-09-27 18:40:00-05,4,5

2024-09-28 09:15:00-05,2024-09-28 10:30:00-05,3,4

2024-09-28 10:55:00-05,2024-09-28 12:10:00-05,4,3

2024-09-28 12:35:00-05,2024-09-28 13:50:00-05,3,8

2024-09-28 14:10:00-05,2024-09-28 15:25:00-05,4,3

2024-09-28 15:50:00-05,2024-09-28 17:05:00-05,3,6

2024-09-28 17:25:00-05,2024-09-28 18:40:00-05,4,5

2024-09-29 09:15:00-05,2024-09-29 10:30:00-05,3,4

2024-09-29 10:55:00-05,2024-09-29 12:10:00-05,4,3

2024-09-29 12:35:00-05,2024-09-29 13:50:00-05,3,8

2024-09-29 14:10:00-05,2024-09-29 15:25:00-05,4,3

2024-09-29 15:50:00-05,2024-09-29 17:05:00-05,3,6

2024-09-29 17:25:00-05,2024-09-29 18:40:00-05,4,5

2024-09-30 09:15:00-05,2024-09-30 10:30:00-05,3,4

2024-09-30 10:55:00-05,2024-09-30 12:10:00-05,4,3

2024-09-30 12:35:00-05,2024-09-30 13:50:00-05,3,8

2024-09-30 14:10:00-05,2024-09-30 15:25:00-05,4,3

2024-09-30 15:50:00-05,2024-09-30 17:05:00-05,3,6

2024-09-30 17:25:00-05,2024-09-30 18:40:00-05,4,5

2024-10-01 09:15:00-05,2024-10-01 10:30:00-05,3,4

2024-10-01 10:55:00-05,2024-10-01 12:10:00-05,4,3

2024-10-01 12:35:00-05,2024-10-01 13:50:00-05,3,8

2024-10-01 14:10:00-05,2024-10-01 15:25:00-05,4,3

2024-10-01 15:50:00-05,2024-10-01 17:05:00-05,3,6

2024-10-01 17:25:00-05,2024-10-01 18:40:00-05,4,5

2024-10-02 09:15:00-05,2024-10-02 10:30:00-05,3,4

2024-10-02 10:55:00-05,2024-10-02 12:10:00-05,4,3

2024-10-02 12:35:00-05,2024-10-02 13:50:00-05,3,8

2024-10-02 14:10:00-05,2024-10-02 15:25:00-05,4,3

2024-10-02 15:50:00-05,2024-10-02 17:05:00-05,3,6

2024-10-02 17:25:00-05,2024-10-02 18:40:00-05,4,5

2024-10-03 09:15:00-05,2024-10-03 10:30:00-05,3,4

2024-10-03 10:55:00-05,2024-10-03 12:10:00-05,4,3

2024-10-03 12:35:00-05,2024-10-03 13:50:00-05,3,8

2024-10-03 14:10:00-05,2024-10-03 15:25:00-05,4,3

2024-10-03 15:50:00-05,2024-10-03 17:05:00-05,3,6

2024-10-03 17:25:00-05,2024-10-03 18:40:00-05,4,5

2024-10-04 09:15:00-05,2024-10-04 10:30:00-05,3,4

2024-10-04 10:55:00-05,2024-10-04 12:10:00-05,4,3

2024-10-04 12:35:00-05,2024-10-04 13:50:00-05,3,8

2024-10-04 14:10:00-05,2024-10-04 15:25:00-05,4,3

2024-10-04 15:50:00-05,2024-10-04 17:05:00-05,3,6

2024-10-04 17:25:00-05,2024-10-04 18:40:00-05,4,5

2024-10-05 09:15:00-05,2024-10-05 10:30:00-05,3,4

2024-10-05 10:55:00-05,2024-10-05 12:10:00-05,4,3

2024-10-05 12:35:00-05,2024-10-05 13:50:00-05,3,8

2024-10-05 14:10:00-05,2024-10-05 15:25:00-05,4,3

2024-10-05 15:50:00-05,2024-10-05 17:05:00-05,3,6

2024-10-05 17:25:00-05,2024-10-05 18:40:00-05,4,5

2024-10-06 09:15:00-05,2024-10-06 10:30:00-05,3,4

2024-10-06 10:55:00-05,2024-10-06 12:10:00-05,4,3

2024-10-06 12:35:00-05,2024-10-06 13:50:00-05,3,8

2024-10-06 14:10:00-05,2024-10-06 15:25:00-05,4,3

2024-10-06 15:50:00-05,2024-10-06 17:05:00-05,3,6

2024-10-06 17:25:00-05,2024-10-06 18:40:00-05,4,5

2024-10-07 09:15:00-05,2024-10-07 10:30:00-05,3,4

2024-10-07 10:55:00-05,2024-10-07 12:10:00-05,4,3

2024-10-07 12:35:00-05,2024-10-07 13:50:00-05,3,8

2024-10-07 14:10:00-05,2024-10-07 15:25:00-05,4,3

2024-10-07 15:50:00-05,2024-10-07 17:05:00-05,3,6

2024-10-07 17:25:00-05,2024-10-07 18:40:00-05,4,5

2024-10-08 09:15:00-05,2024-10-08 10:30:00-05,3,4

2024-10-08 10:55:00-05,2024-10-08 12:10:00-05,4,3

2024-10-08 12:35:00-05,2024-10-08 13:50:00-05,3,8

2024-10-08 14:10:00-05,2024-10-08 15:25:00-05,4,3

2024-10-08 15:50:00-05,2024-10-08 17:05:00-05,3,6

2024-10-08 17:25:00-05,2024-10-08 18:40:00-05,4,5

2024-10-09 09:15:00-05,2024-10-09 10:30:00-05,3,4

2024-10-09 10:55:00-05,2024-10-09 12:10:00-05,4,3

2024-10-09 12:35:00-05,2024-10-09 13:50:00-05,3,8

2024-10-09 14:10:00-05,2024-10-09 15:25:00-05,4,3

2024-10-09 15:50:00-05,2024-10-09 17:05:00-05,3,6

2024-10-09 17:25:00-05,2024-10-09 18:40:00-05,4,5

2024-10-10 09:15:00-05,2024-10-10 10:30:00-05,3,4

2024-10-10 10:55:00-05,2024-10-10 12:10:00-05,4,3

2024-10-10 12:35:00-05,2024-10-10 13:50:00-05,3,8

2024-10-10 14:10:00-05,2024-10-10 15:25:00-05,4,3

2024-10-10 15:50:00-05,2024-10-10 17:05:00-05,3,6

2024-10-10 17:25:00-05,2024-10-10 18:40:00-05,4,5

2024-10-11 09:15:00-05,2024-10-11 10:30:00-05,3,4

2024-10-11 10:55:00-05,2024-10-11 12:10:00-05,4,3

2024-10-11 12:35:00-05,2024-10-11 13:50:00-05,3,8

2024-10-11 14:10:00-05,2024-10-11 15:25:00-05,4,3

2024-10-11 15:50:00-05,2024-10-11 17:05:00-05,3,6

2024-10-11 17:25:00-05,2024-10-11 18:40:00-05,4,5

2024-10-12 09:15:00-05,2024-10-12 10:30:00-05,3,4

2024-10-12 10:55:00-05,2024-10-12 12:10:00-05,4,3

2024-10-12 12:35:00-05,2024-10-12 13:50:00-05,3,8

2024-10-12 14:10:00-05,2024-10-12 15:25:00-05,4,3

2024-10-12 15:50:00-05,2024-10-12 17:05:00-05,3,6

2024-10-12 17:25:00-05,2024-10-12 18:40:00-05,4,5

2024-10-13 09:15:00-05,2024-10-13 10:30:00-05,3,4

2024-10-13 10:55:00-05,2024-10-13 12:10:00-05,4,3

2024-10-13 12:35:00-05,2024-10-13 13:50:00-05,3,8

2024-10-13 14:10:00-05,2024-10-13 15:25:00-05,4,3

2024-10-13 15:50:00-05,2024-10-13 17:05:00-05,3,6

2024-10-13 17:25:00-05,2024-10-13 18:40:00-05,4,5

2024-10-14 09:15:00-05,2024-10-14 10:30:00-05,3,4

2024-10-14 10:55:00-05,2024-10-14 12:10:00-05,4,3

2024-10-14 12:35:00-05,2024-10-14 13:50:00-05,3,8

2024-10-14 14:10:00-05,2024-10-14 15:25:00-05,4,3

2024-10-14 15:50:00-05,2024-10-14 17:05:00-05,3,6

2024-10-14 17:25:00-05,2024-10-14 18:40:00-05,4,5

2024-10-15 09:15:00-05,2024-10-15 10:30:00-05,3,4

2024-10-15 10:55:00-05,2024-10-15 12:10:00-05,4,3

2024-10-15 12:35:00-05,2024-10-15 13:50:00-05,3,8

2024-10-15 14:10:00-05,2024-10-15 15:25:00-05,4,3

2024-10-15 15:50:00-05,2024-10-15 17:05:00-05,3,6

2024-10-15 17:25:00-05,2024-10-15 18:40:00-05,4,5

2024-10-16 09:15:00-05,2024-10-16 10:30:00-05,3,4

2024-10-16 10:55:00-05,2024-10-16 12:10:00-05,4,3

2024-10-16 12:35:00-05,2024-10-16 13:50:00-05,3,8

2024-10-16 14:10:00-05,2024-10-16 15:25:00-05,4,3

2024-10-16 15:50:00-05,2024-10-16 17:05:00-05,3,6

2024-10-16 17:25:00-05,2024-10-16 18:40:00-05,4,5

2024-10-17 09:15:00-05,2024-10-17 10:30:00-05,3,4

2024-10-17 10:55:00-05,2024-10-17 12:10:00-05,4,3

2024-10-17 12:35:00-05,2024-10-17 13:50:00-05,3,8

2024-10-17 14:10:00-05,2024-10-17 15:25:00-05,4,3

2024-10-17 15:50:00-05,2024-10-17 17:05:00-05,3,6

2024-10-17 17:25:00-05,2024-10-17 18:40:00-05,4,5

2024-10-18 09:15:00-05,2024-10-18 10:30:00-05,3,4

2024-10-18 10:55:00-05,2024-10-18 12:10:00-05,4,3

2024-10-18 12:35:00-05,2024-10-18 13:50:00-05,3,8

2024-10-18 14:10:00-05,2024-10-18 15:25:00-05,4,3

2024-10-18 15:50:00-05,2024-10-18 17:05:00-05,3,6

2024-10-18 17:25:00-05,2024-10-18 18:40:00-05,4,5

2024-10-19 09:15:00-05,2024-10-19 10:30:00-05,3,4

2024-10-19 10:55:00-05,2024-10-19 12:10:00-05,4,3

2024-10-19 12:35:00-05,2024-10-19 13:50:00-05,3,8

2024-10-19 14:10:00-05,2024-10-19 15:25:00-05,4,3

2024-10-19 15:50:00-05,2024-10-19 17:05:00-05,3,6

2024-10-19 17:25:00-05,2024-10-19 18:40:00-05,4,3

2024-10-19 17:25:00-05,2024-10-19 18:40:00-05,4,5

2024-10-20 09:15:00-05,2024-10-20 10:30:00-05,3,4

2024-10-20 10:55:00-05,2024-10-20 12:10:00-05,4,3

2024-10-20 12:35:00-05,2024-10-20 13:50:00-05,3,8

2024-10-20 14:10:00-05,2024-10-20 15:25:00-05,4,3

2024-10-20 15:50:00-05,2024-10-20 17:05:00-05,3,6

2024-10-20 17:25:00-05,2024-10-20 18:40:00-05,4,5

2024-10-21 09:15:00-05,2024-10-21 10:30:00-05,3,4

2024-10-21 10:55:00-05,2024-10-21 12:10:00-05,4,3

2024-10-21 12:35:00-05,2024-10-21 13:50:00-05,3,8

2024-10-21 14:10:00-05,2024-10-21 15:25:00-05,4,3

2024-10-21 15:50:00-05,2024-10-21 17:05:00-05,3,6

2024-10-21 17:25:00-05,2024-10-21 18:40:00-05,4,5

2024-10-22 09:15:00-05,2024-10-22 10:30:00-05,3,4

2024-10-22 10:55:00-05,2024-10-22 12:10:00-05,4,3

2024-10-22 12:35:00-05,2024-10-22 13:50:00-05,3,8

2024-10-22 14:10:00-05,2024-10-22 15:25:00-05,4,3

2024-10-22 15:50:00-05,2024-10-22 17:05:00-05,3,6

2024-10-22 17:25:00-05,2024-10-22 18:40:00-05,4,5

2024-10-23 09:15:00-05,2024-10-23 10:30:00-05,3,4

2024-10-23 10:55:00-05,2024-10-23 12:10:00-05,4,3

2024-10-23 12:35:00-05,2024-10-23 13:50:00-05,3,8

2024-10-23 14:10:00-05,2024-10-23 15:25:00-05,4,3

2024-10-23 15:50:00-05,2024-10-23 17:05:00-05,3,6

2024-10-23 17:25:00-05,2024-10-23 18:40:00-05,4,5

2024-10-24 09:15:00-05,2024-10-24 10:30:00-05,3,4

2024-10-24 10:55:00-05,2024-10-24 12:10:00-05,4,3

2024-10-24 12:35:00-05,2024-10-24 13:50:00-05,3,8

2024-10-24 14:10:00-05,2024-10-24 15:25:00-05,4,3

2024-10-24 15:50:00-05,2024-10-24 17:05:00-05,3,6

2024-10-24 17:25:00-05,2024-10-24 18:40:00-05,4,5

2024-10-25 09:15:00-05,2024-10-25 10:30:00-05,3,4

2024-10-25 10:55:00-05,2024-10-25 12:10:00-05,4,3

2024-10-25 12:35:00-05,2024-10-25 13:50:00-05,3,8

2024-10-25 14:10:00-05,2024-10-25 15:25:00-05,4,3

2024-10-25 15:50:00-05,2024-10-25 17:05:00-05,3,6

2024-10-25 17:25:00-05,2024-10-25 18:40:00-05,4,5

2024-10-26 09:15:00-05,2024-10-26 10:30:00-05,3,4

2024-10-26 10:55:00-05,2024-10-26 12:10:00-05,4,3

2024-10-26 12:35:00-05,2024-10-26 13:50:00-05,3,8

2024-10-26 14:10:00-05,2024-10-26 15:25:00-05,4,3

2024-10-26 15:50:00-05,2024-10-26 17:05:00-05,3,6

2024-10-26 17:25:00-05,2024-10-26 18:40:00-05,4,5

2024-10-27 09:15:00-05,2024-10-27 10:30:00-05,3,4

2024-10-27 10:55:00-05,2024-10-27 12:10:00-05,4,3

2024-10-27 12:35:00-05,2024-10-27 13:50:00-05,3,8

2024-10-27 14:10:00-05,2024-10-27 15:25:00-05,4,3

2024-10-27 15:50:00-05,2024-10-27 17:05:00-05,3,6

2024-10-27 17:25:00-05,2024-10-27 18:40:00-05,4,5

2024-10-28 09:15:00-05,2024-10-28 10:30:00-05,3,4

2024-10-28 10:55:00-05,2024-10-28 12:10:00-05,4,3

2024-10-28 12:35:00-05,2024-10-28 13:50:00-05,3,8

2024-10-28 14:10:00-05,2024-10-28 15:25:00-05,4,3

2024-10-28 15:50:00-05,2024-10-28 17:05:00-05,3,6

2024-10-28 17:25:00-05,2024-10-28 18:40:00-05,4,5

2024-10-29 09:15:00-05,2024-10-29 10:30:00-05,3,4

2024-10-29 10:55:00-05,2024-10-29 12:10:00-05,4,3

2024-10-29 12:35:00-05,2024-10-29 13:50:00-05,3,8

2024-10-29 14:10:00-05,2024-10-29 15:25:00-05,4,3

2024-10-29 15:50:00-05,2024-10-29 17:05:00-05,3,6

2024-10-29 15:50:00-05,2024-10-29 17:05:00-05,3,6

2024-10-29 17:25:00-05,2024-10-29 18:40:00-05,4,5

2024-10-30 09:15:00-05,2024-10-30 10:30:00-05,3,4

2024-10-30 10:55:00-05,2024-10-30 12:10:00-05,4,3

2024-10-30 12:35:00-05,2024-10-30 13:50:00-05,3,8

2024-10-30 14:10:00-05,2024-10-30 15:25:00-05,4,3

2024-10-30 15:50:00-05,2024-10-30 17:05:00-05,3,6

2024-10-30 17:25:00-05,2024-10-30 18:40:00-05,4,5

2024-10-31 09:15:00-05,2024-10-31 10:30:00-05,3,4

2024-10-31 10:55:00-05,2024-10-31 12:10:00-05,4,3

2024-10-31 12:35:00-05,2024-10-31 13:50:00-05,3,8

2024-10-31 14:10:00-05,2024-10-31 15:25:00-05,4,3

2024-10-31 15:50:00-05,2024-10-31 17:05:00-05,3,6

2024-10-31 17:25:00-05,2024-10-31 18:40:00-05,4,5

2024-11-01 09:15:00-05,2024-11-01 10:30:00-05,3,4

2024-11-01 10:55:00-05,2024-11-01 12:10:00-05,4,3

2024-11-01 12:35:00-05,2024-11-01 13:50:00-05,3,8

2024-11-01 14:10:00-05,2024-11-01 15:25:00-05,4,3

2024-11-01 15:50:00-05,2024-11-01 17:05:00-05,3,6

2024-11-01 17:25:00-05,2024-11-01 18:40:00-05,4,5

2024-11-02 09:15:00-05,2024-11-02 10:30:00-05,3,4


